ID,CNTYFIPS,Ori,State,Agency,Agentype,Solved,Year,Month,Homicide,Situation,VicAge,VicSex,VicRace,VicEthnic,OffAge,OffSex,OffRace,OffEthnic,Weapon,Relationship,Circumstance,Subcircum,VicCount,OffCount,MSA
201002556FL01300,"Miami-Dade, FL",FL01300,Florida,Miami-Dade,County police,No,2010,February,Murder and non-negligent manslaughter,Single victim/unknown offender(s),24.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Other - not specified,,0,0,"Miami-Fort Lauderdale, FL"
201007325FL05100,"Pasco, FL",FL05100,Florida,Pasco County,Sheriff,Yes,2010,July,Murder and non-negligent manslaughter,Single victim/single offender,31.0,Male,White,Unknown or not reported,14.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,0,"Tampa-St. Petersburg-Clearwater, FL"
201610001AZ00700,"Maricopa, AZ",AZ00700,Arizona,Maricopa County,Sheriff,No,2016,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),41.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Phoenix-Mesa-Scottsdale, AZ"
201911001NC00100,"Alamance, NC",NC00100,North Carolina,Alamance County,Sheriff,Yes,2019,November,Murder and non-negligent manslaughter,Multiple victims/single offender,31.0,Male,White,Not of Hispanic origin,31.0,Male,White,Not of Hispanic origin,"Firearm, type not stated",Acquaintance,Motor vehicle theft,,1,0,"Burlington, NC"
201811009LA01702,"East Baton Rouge, LA",LA01702,Louisiana,Baton Rouge,Municipal police,Yes,2018,November,Murder and non-negligent manslaughter,Single victim/single offender,28.0,Male,Black,Not of Hispanic origin,26.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Baton Rouge, LA"
201009005DCMPD00,District of Columbia,DCMPD00,District of Columbia,Washington,Municipal police,Yes,2010,September,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Male,Black,Unknown or not reported,23.0,Male,Black,Unknown or not reported,"Personal weapons, includes beating",Acquaintance,Circumstances undetermined,,0,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
201803001LA02900,"Lafourche, LA",LA02900,Louisiana,Lafourche County,Sheriff,Yes,2018,March,Murder and non-negligent manslaughter,Single victim/single offender,29.0,Male,White,Not of Hispanic origin,25.0,Male,White,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other arguments,,0,0,"Houma-Bayou Cane-Thibodaux, LA"
201212004MOSPD00,"St. Louis city, MO",MOSPD00,Missouri,St. Louis,Municipal police,No,2012,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),46.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Circumstances undetermined,,0,0,"St. Louis, MO-IL"
201504001TX15202,"Lubbock, TX",TX15202,Texas,Lubbock,Municipal police,Yes,2015,April,Murder and non-negligent manslaughter,Multiple victims/single offender,27.0,Female,White,Hispanic origin,29.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Other - known to victim,Other arguments,,1,0,"Lubbock, TX"
201711001WA02902,"Skagit, WA",WA02902,Washington,Mount Vernon,Municipal police,Yes,2017,November,Murder and non-negligent manslaughter,Single victim/single offender,61.0,Male,White,Hispanic origin,50.0,Male,White,Not of Hispanic origin,Other or type unknown,Stranger,Other,,0,0,"Mount Vernon-Anacortes, WA"
201806361FL01602,"Duval, FL",FL01602,Florida,Jacksonville,Municipal police,No,2018,June,Murder and non-negligent manslaughter,Single victim/single offender,19.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,0,"Jacksonville, FL"
201210003GA12100,"Richmond, GA",GA12100,Georgia,Augusta-Richmond County,Sheriff,No,2012,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),52.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other - not specified,,0,0,"Augusta-Richmond County, GA-SC"
201801003CA01005,"Fresno, CA",CA01005,California,Fresno,Municipal police,No,2018,January,Murder and non-negligent manslaughter,Single victim/unknown offender(s),62.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other arguments,,0,0,"Fresno, CA"
201704001NJ00610,"Cumberland, NJ",NJ00610,New Jersey,Millville,Municipal police,Yes,2017,April,Murder and non-negligent manslaughter,Single victim/single offender,56.0,Male,Black,Unknown or not reported,34.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Other - known to victim,All suspected felony type,,0,0,"Vineland-Millville-Bridgeton, NJ"
201312001SC04000,"Richland, SC",SC04000,South Carolina,Richland County,Sheriff,Yes,2013,December,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Male,Black,Unknown or not reported,21.0,Male,Black,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other arguments,,0,0,"Columbia, SC"
201105001NY02701,"Monroe, NY",NY02701,New York,Rochester,Municipal police,Yes,2011,May,Murder and non-negligent manslaughter,Single victim/single offender,21.0,Male,White,Hispanic origin,20.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Acquaintance,Robbery,,0,0,"Rochester, NY"
201411001OR01800,"Klamath, OR",OR01800,Oregon,Klamath County,Sheriff,No,2014,November,Murder and non-negligent manslaughter,Single victim/unknown offender(s),39.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other,,0,0,Rural Oregon
201610004NC04102,"Guilford, NC",NC04102,North Carolina,Greensboro,Municipal police,Yes,2016,October,Murder and non-negligent manslaughter,Single victim/single offender,43.0,Male,Black,Unknown or not reported,21.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Greensboro-High Point, NC"
201612001NV00203,"Clark, NV",NV00203,Nevada,Henderson,Municipal police,No,2016,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),76.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Circumstances undetermined,,0,0,"Las Vegas-Paradise, NV"
201704006GA03101,"Clayton, GA",GA03101,Georgia,Clayton County Police Department,County police,No,2017,April,Murder and non-negligent manslaughter,Multiple victims/unknown offender(s),,Unknown,Unknown,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Other,,0,0,"Atlanta-Sandy Springs-Marietta, GA"
201411001AZ01400,"Yuma, AZ",AZ01400,Arizona,Yuma County,Sheriff,Yes,2014,November,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,4.0,Male,White,Unknown or not reported,24.0,Male,White,Unknown or not reported,Other or type unknown,Daughter,Circumstances undetermined,,2,1,"Yuma, AZ"
201502001NC03402,"Forsyth, NC",NC03402,North Carolina,Winston-Salem,Municipal police,Yes,2015,February,Murder and non-negligent manslaughter,Single victim/single offender,93.0,Female,White,Unknown or not reported,74.0,Male,Black,Unknown or not reported,Other or type unknown,Neighbor,Other,,0,0,"Winston-Salem, NC"
201611007NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2016,November,Murder and non-negligent manslaughter,Single victim/multiple offenders,49.0,Male,White,Hispanic origin,44.0,Male,Black,Hispanic origin,Other or type unknown,Relationship not determined,Other arguments,,0,2,"New York-New Jersey-Long Island, NY-NJ"
201903017CA01942,"Los Angeles, CA",CA01942,California,Los Angeles,Municipal police,No,2019,March,Murder and non-negligent manslaughter,Single victim/unknown offender(s),21.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Juvenile gang killings,,0,0,"Los Angeles-Long Beach, CA"
201703004TNMPD00,"Shelby, TN",TNMPD00,Tennessee,Memphis,Municipal police,No,2017,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,26.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,1,"Memphis, TN-MS-AR"
201909001TX12101,"Jasper, TX",TX12101,Texas,Jasper,Municipal police,Yes,2019,September,Murder and non-negligent manslaughter,Single victim/single offender,60.0,Female,Black,Not of Hispanic origin,53.0,Male,Black,Not of Hispanic origin,Knife or cutting instrument,Common-law wife,Other arguments,,0,0,Rural Texas
201007003NY02701,"Monroe, NY",NY02701,New York,Rochester,Municipal police,No,2010,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),59.0,Male,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Argument over money or property,,0,0,"Rochester, NY"
201610006KY05680,"Jefferson, KY",KY05680,Kentucky,Louisville Metro,Municipal police,No,2016,October,Murder and non-negligent manslaughter,Single victim/unknown offender(s),33.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Louisville, KY-IN"
201306017MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,No,2013,June,Murder and non-negligent manslaughter,Single victim/unknown offender(s),18.0,Female,Black,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Baltimore-Towson, MD"
201706001TX12301,"Jefferson, TX",TX12301,Texas,Beaumont,Municipal police,Yes,2017,June,Murder and non-negligent manslaughter,Single victim/single offender,19.0,Female,White,Unknown or not reported,22.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Robbery,,0,0,"Beaumont-Port Arthur, TX"
201009388FL00100,"Alachua, FL",FL00100,Florida,Alachua County,Sheriff,Yes,2010,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),57.0,Female,Black,Unknown or not reported,20.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other - not specified,,0,0,"Gainesville, FL"
201212001MA00511,"Essex, MA",MA00511,Massachusetts,Haverhill,Municipal police,No,2012,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),24.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other arguments,,0,0,"Boston-Cambridge-Quincy, MA-NH"
201604001MO01101,"Buchanan, MO",MO01101,Missouri,St. Joseph,Municipal police,Yes,2016,April,Murder and non-negligent manslaughter,Single victim/single offender,81.0,Female,White,Not of Hispanic origin,40.0,Male,White,Not of Hispanic origin,"Blunt object - hammer, club, etc",Other family,Circumstances undetermined,,0,0,"St. Joseph, MO-KS"
201108013PAPEP00,"Philadelphia, PA",PAPEP00,Pennsylvania,Philadelphia,Municipal police,Yes,2011,August,Murder and non-negligent manslaughter,Single victim/single offender,22.0,Male,Black,Not of Hispanic origin,,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Other - known to victim,Narcotic drug laws,,0,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE"
201610017NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2016,October,Murder and non-negligent manslaughter,Single victim/single offender,23.0,Male,White,Not of Hispanic origin,18.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Friend,Other,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201406001TX05711,"Dallas, TX",TX05711,Texas,Garland,Municipal police,Yes,2014,June,Murder and non-negligent manslaughter,Single victim/single offender,30.0,Male,Black,Not of Hispanic origin,40.0,Male,White,Not of Hispanic origin,Rifle,Stranger,Felon killed by police,Felon attacked police officer,0,0,"Dallas-Fort Worth-Arlington, TX"
201309897FL05214,"Pinellas, FL",FL05214,Florida,St. Petersburg,Municipal police,Yes,2013,September,Manslaughter by negligence,Single victim/multiple offenders,46.0,Male,White,Unknown or not reported,61.0,Male,White,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Felon killed by police,Felon attacked police officer,0,5,"Tampa-St. Petersburg-Clearwater, FL"
201611002VA12300,"Roanoke, VA",VA12300,Virginia,Roanoke,Municipal police,Yes,2016,November,Murder and non-negligent manslaughter,Single victim/multiple offenders,34.0,Female,White,Unknown or not reported,39.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Girlfriend,Other arguments,,0,1,"Roanoke, VA"
201605001NC09801,"Wilson, NC",NC09801,North Carolina,Wilson,Municipal police,Yes,2016,May,Murder and non-negligent manslaughter,Single victim/multiple offenders,36.0,Male,White,Unknown or not reported,36.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Relationship not determined,Felon killed by private citizen,Felon killed in commission of a crime,0,1,Rural North Carolina
201808001MI30130,"Hillsdale, MI",MI30130,Michigan,Hillsdale,Sheriff,Yes,2018,August,Murder and non-negligent manslaughter,Multiple victims/single offender,64.0,Male,White,Unknown or not reported,36.0,Male,White,Unknown or not reported,Shotgun,Other family,Other,,1,0,Rural Michigan
201503001TX05718,"Dallas, TX",TX05718,Texas,Mesquite,Municipal police,Yes,2015,March,Manslaughter by negligence,Single victim/single offender,49.0,Male,White,Not of Hispanic origin,50.0,Male,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Friend,Other negligent handling of gun,,0,0,"Dallas-Fort Worth-Arlington, TX"
201010001SC03201,"Lexington, SC",SC03201,South Carolina,Batesburg-Leesville,Municipal police,Yes,2010,October,Murder and non-negligent manslaughter,Single victim/multiple offenders,57.0,Male,Black,Unknown or not reported,18.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Other,,0,3,"Columbia, SC"
201809002AZ01400,"Yuma, AZ",AZ01400,Arizona,Yuma County,Sheriff,Yes,2018,September,Murder and non-negligent manslaughter,Single victim/single offender,68.0,Male,White,Hispanic origin,23.0,Female,White,Unknown or not reported,Other or type unknown,Stranger,Circumstances undetermined,,0,0,"Yuma, AZ"
201304001MA00911,"Middlesex, MA",MA00911,Massachusetts,Cambridge,Municipal police,No,2013,April,Murder and non-negligent manslaughter,Single victim/unknown offender(s),27.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other,,0,0,"Boston-Cambridge-Quincy, MA-NH"
201809001CT00103,"Fairfield, CT",CT00103,Connecticut,Norwalk,Municipal police,No,2018,September,Murder and non-negligent manslaughter,Single victim/unknown offender(s),37.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,0,"Bridgeport-Stamford-Norwalk, CT"
201605001PA02502,"Erie, PA",PA02502,Pennsylvania,Erie,Municipal police,Yes,2016,May,Murder and non-negligent manslaughter,Single victim/single offender,23.0,Female,White,Not of Hispanic origin,29.0,Male,White,Not of Hispanic origin,Knife or cutting instrument,Girlfriend,Other - not specified,,0,0,"Erie, PA"
201512001VA08800,"Spotsylvania, VA",VA08800,Virginia,Spotsylvania County,Sheriff,Yes,2015,December,Murder and non-negligent manslaughter,Single victim/multiple offenders,21.0,Female,White,Unknown or not reported,27.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Acquaintance,Other,,0,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
